Gene,log2FoldChange,padj,chr,start,end
Gorab,1.5039760616952,1.29052906403836e-05,chr1,163384909,163403641
Lbr,1.5039760616952,1.29052906403836e-05,chr1,181815315,181842401
Chst10,1.5039760616952,1.29052906403836e-05,chr1,38863872,38898160
Slc41a1,1.5039760616952,1.29052906403836e-05,chr1,131828012,131848863
Sh3bp4,1.5039760616952,1.29052906403836e-05,chr1,89070462,89153793
Zfp451,1.5039760616952,1.29052906403836e-05,chr1,33761753,33814427
AI597479,1.5039760616952,1.29052906403836e-05,chr1,43098710,43115946
Nucks1,1.5039760616952,1.29052906403836e-05,chr1,131910458,131936321
Cnih4,1.5039760616952,1.29052906403836e-05,chr1,181150931,181168994
Phlpp1,1.5039760616952,1.29052906403836e-05,chr1,106171869,106394245
Celrr,1.5039760616952,1.29052906403836e-05,chr1,121087405,121120975
Gtf3c3,1.5039760616952,1.29052906403836e-05,chr1,54397581,54438971
Pid1,1.5039760616952,1.29052906403836e-05,chr1,84036293,84284645
Mael,1.5039760616952,1.29052906403836e-05,chr1,166201385,166238744
Khdc1b,1.5039760616952,1.29052906403836e-05,chr1,21383556,21386384
Atp1a2,1.5039760616952,1.29052906403836e-05,chr1,172271709,172298064
Mfsd6,2.45395953123989,9.95966808640952e-09,chr1,52656304,52727318
Trmt1l,1.5039760616952,1.29052906403836e-05,chr1,151428648,151458183
Rabif,1.5039760616952,1.29052906403836e-05,chr1,134494660,134507885
Rdh10,1.5039760616952,1.29052906403836e-05,chr1,16105882,16132550
Rab3gap2,1.5039760616952,1.29052906403836e-05,chr1,185204168,185286746
Obsl1,1.5039760616952,1.29052906403836e-05,chr1,75485825,75506452
1700034H15Rik,1.5039760616952,1.29052906403836e-05,chr1,191894072,191907527
Kcnb2,1.5039760616952,1.29052906403836e-05,chr1,15312452,15714214
Fcrla,1.5039760616952,1.29052906403836e-05,chr1,170917594,170927583
Dnm3,1.5039760616952,1.29052906403836e-05,chr1,161987302,162478034
Qsox1,3.27026875643623,3.6943061375143e-23,chr1,155778155,155812899
Cyp27a1,1.5039760616952,1.29052906403836e-05,chr1,74713574,74737890
Eprs,1.5039760616952,1.29052906403836e-05,chr1,185363095,185428355
Il1rl2,1.5039760616952,1.29052906403836e-05,chr1,40324627,40365471
Uap1,1.5039760616952,1.29052906403836e-05,chr1,170142003,170174946
Mrpl30,1.5039760616952,1.29052906403836e-05,chr1,37890553,37898333
Mgat5,1.5039760616952,1.29052906403836e-05,chr1,127204986,127482972
Cenpf,1.5039760616952,1.29052906403836e-05,chr1,189640606,189688086
Atic,1.5039760616952,1.29052906403836e-05,chr1,71557156,71579403
Rnpepl1,1.5039760616952,1.29052906403836e-05,chr1,92910825,92920585
Atp6v1h,1.5039760616952,1.29052906403836e-05,chr1,5083173,5162549
Cops8,1.5039760616952,1.29052906403836e-05,chr1,90603425,90613341
Sft2d2,1.5039760616952,1.29052906403836e-05,chr1,165174341,165194433
Flacc1,1.5039760616952,1.29052906403836e-05,chr1,58658117,58695989
Fam72a,1.5039760616952,1.29052906403836e-05,chr1,131527989,131539872
Aida,1.5039760616952,1.29052906403836e-05,chr1,183297060,183324501
Ppp1r15b,1.5039760616952,1.29052906403836e-05,chr1,133131166,133139800
Tpr,1.46055840932567,0.000190025042175339,chr1,150392838,150449935
Nabp1,1.5039760616952,1.29052906403836e-05,chr1,51469488,51478399
Sp110,1.5039760616952,1.29052906403836e-05,chr1,85576899,85603891
Sccpdh,1.5039760616952,1.29052906403836e-05,chr1,179668231,179687184
Prex2,1.5039760616952,1.29052906403836e-05,chr1,10993465,11303682
Ankrd39,1.5039760616952,1.29052906403836e-05,chr1,36538173,36547201
Hdlbp,1.5039760616952,1.29052906403836e-05,chr1,93405940,93478808
Lmx1a,1.5039760616952,1.29052906403836e-05,chr1,167689558,167848733
Slc9a4,1.5039760616952,1.29052906403836e-05,chr1,40580227,40630731
D1Pas1,1.5039760616952,1.29052906403836e-05,chr1,186967416,186970627
Pecr,1.5039760616952,1.29052906403836e-05,chr1,72259172,72284314
Rpl31,1.5039760616952,1.29052906403836e-05,chr1,39367851,39371911
Rims1,1.5039760616952,1.29052906403836e-05,chr1,22288422,22805724
Prelp,1.5039760616952,1.29052906403836e-05,chr1,133910304,133921401
Serpinb7,1.5039760616952,1.29052906403836e-05,chr1,107422689,107452689
Slc19a2,1.5039760616952,1.29052906403836e-05,chr1,164249055,164265369
Ivns1abp,0.510574939780981,0.182114228951756,chr1,151344498,151364445
Igsf8,1.5039760616952,1.29052906403836e-05,chr1,172312407,172319837
Nphs2,1.5039760616952,1.29052906403836e-05,chr1,156310735,156328035
Tmem37,1.5039760616952,1.29052906403836e-05,chr1,120067377,120073780
Capn8,1.5039760616952,1.29052906403836e-05,chr1,182565007,182632352
Sgk3,1.5039760616952,1.29052906403836e-05,chr1,9798130,9902570
Acbd3,1.5039760616952,1.29052906403836e-05,chr1,180726043,180754204
Khdrbs2,1.5039760616952,1.29052906403836e-05,chr1,32172806,32657738
Crb1,1.5039760616952,1.29052906403836e-05,chr1,139198254,139377076
Tram2,1.5039760616952,1.29052906403836e-05,chr1,21001378,21079225
Trpm8,1.5039760616952,1.29052906403836e-05,chr1,88306712,88388851
Gpr37l1,1.5039760616952,1.29052906403836e-05,chr1,135160250,135167681
Mlph,1.5039760616952,1.29052906403836e-05,chr1,90915100,90951142
Nme7,1.5039760616952,1.29052906403836e-05,chr1,164307675,164437297
Utp14b,1.5039760616952,1.29052906403836e-05,chr1,78657825,78667601
BC034090,1.5039760616952,1.29052906403836e-05,chr1,155212471,155242323
Tor1aip1,1.5039760616952,1.29052906403836e-05,chr1,156004599,156036480
Asb18,1.5039760616952,1.29052906403836e-05,chr1,89952678,90014577
Dis3l2,1.5039760616952,1.29052906403836e-05,chr1,86703804,87050097
Hdac4,1.5039760616952,1.29052906403836e-05,chr1,91932734,92148393
Aqp12,1.5039760616952,1.29052906403836e-05,chr1,93006334,93012269
Sde2,1.97841980693704,1.29052906403836e-05,chr1,180851151,180868113
Sned1,1.5039760616952,1.29052906403836e-05,chr1,93235897,93296448
Tmem63a,1.5039760616952,1.29052906403836e-05,chr1,180942518,180975104
Trp53bp2,1.5039760616952,1.29052906403836e-05,chr1,182409167,182462436
Dock10,1.5039760616952,1.29052906403836e-05,chr1,80501073,80758553
Nckap5,1.5039760616952,1.29052906403836e-05,chr1,125913636,126830632
Thsd7b,1.5039760616952,1.29052906403836e-05,chr1,129273304,130219278
Adgrb3,1.5039760616952,1.29052906403836e-05,chr1,25067476,25829707
4931408C20Rik,1.5039760616952,1.29052906403836e-05,chr1,26681801,26687460
Gm597,1.5039760616952,1.29052906403836e-05,chr1,28776122,28780252
Amer3,1.5039760616952,1.29052906403836e-05,chr1,34579693,34590944
Tsga10,1.5039760616952,1.29052906403836e-05,chr1,37754776,37865079
Cspp1,1.5039760616952,1.29052906403836e-05,chr1,10038218,10136768
Arfgef1,1.5039760616952,1.29052906403836e-05,chr1,10137507,10232670
Mfsd9,1.5039760616952,1.29052906403836e-05,chr1,40772040,40790657
Stk-ps2,1.5039760616952,1.29052906403836e-05,chr1,46020415,46030437
AA986860,1.5039760616952,1.29052906403836e-05,chr1,130731976,130744622
Lactb2,1.5039760616952,1.29052906403836e-05,chr1,13625898,13660509
Mars2,1.5039760616952,1.29052906403836e-05,chr1,55237177,55240058
Satb2,1.5039760616952,1.29052906403836e-05,chr1,56793981,56971334
Pm20d1,1.95468930886551,1.29052906403836e-05,chr1,131797395,131818115
Slc45a3,1.5039760616952,1.29052906403836e-05,chr1,131962967,131982964
Mfsd4a,1.5039760616952,1.29052906403836e-05,chr1,132026621,132068062
Aox2,1.5039760616952,1.29052906403836e-05,chr1,58278326,58379264
Fam126b,1.5039760616952,1.29052906403836e-05,chr1,58522806,58586333
Phf3,1.5039760616952,1.29052906403836e-05,chr1,30802342,30863256
Lemd1,1.5039760616952,1.29052906403836e-05,chr1,132204426,132257382
Klhdc8a,1.5039760616952,1.29052906403836e-05,chr1,132298626,132307357
Dstyk,1.5039760616952,1.29052906403836e-05,chr1,132417453,132466959
Rbbp5,1.5039760616952,1.29052906403836e-05,chr1,132477367,132505665
Pth2r,1.5039760616952,1.29052906403836e-05,chr1,65311257,65389244
Bag2,1.5039760616952,1.29052906403836e-05,chr1,33745484,33757750
Etnk2,1.5039760616952,1.29052906403836e-05,chr1,133363572,133380318
Cfhr4,1.5039760616952,1.29052906403836e-05,chr1,139697919,139781239
Fam168b,1.5039760616952,1.29052906403836e-05,chr1,34813218,34843050
Cdc73,1.5039760616952,1.29052906403836e-05,chr1,143607499,143702684
Tdrd5,1.5039760616952,1.29052906403836e-05,chr1,156255296,156303348
Rcor3,1.5039760616952,1.29052906403836e-05,chr1,192100459,192137787
Sertad4,1.5039760616952,1.29052906403836e-05,chr1,192844488,192855752
Neurl3,1.5039760616952,1.29052906403836e-05,chr1,36264602,36273425
Arid5a,1.5039760616952,1.29052906403836e-05,chr1,36307733,36324029
Lman2l,1.5039760616952,1.29052906403836e-05,chr1,36423186,36445239
Fam20b,1.5039760616952,1.29052906403836e-05,chr1,156678571,156718910
Utp25,1.5039760616952,1.29052906403836e-05,chr1,193104403,193130251
Traf3ip3,1.5039760616952,1.29052906403836e-05,chr1,193175504,193201546
Camk1g,1.5039760616952,1.29052906403836e-05,chr1,193346346,193370282
Brinp3,1.5039760616952,1.29052906403836e-05,chr1,146495666,146902472
Rnpep,1.5039760616952,1.29052906403836e-05,chr1,135262699,135284084
Nav1,1.5039760616952,1.29052906403836e-05,chr1,135434580,135585355
Npbwr1,1.5039760616952,1.29052906403836e-05,chr1,5913707,5917398
Tmem185b,1.5039760616952,1.29052906403836e-05,chr1,119526154,119528983
Epb41l5,1.5039760616952,1.29052906403836e-05,chr1,119545033,119649000
Cfap221,1.5039760616952,1.29052906403836e-05,chr1,119923519,119995210
C1ql2,1.5039760616952,1.29052906403836e-05,chr1,120340582,120343174
Rab3gap1,1.5039760616952,1.29052906403836e-05,chr1,127868773,127943876
Zranb3,1.5039760616952,1.29052906403836e-05,chr1,127954186,128102408
R3hdm1,1.5039760616952,1.29052906403836e-05,chr1,128103306,128237735
Lct,1.5039760616952,1.29052906403836e-05,chr1,128284764,128328318
Dars,1.5039760616952,1.29052906403836e-05,chr1,128363707,128417416
Yod1,1.5039760616952,1.29052906403836e-05,chr1,130717327,130722073
Dyrk3,1.5039760616952,1.29052906403836e-05,chr1,131128441,131138234
Rab7b,1.5039760616952,1.29052906403836e-05,chr1,131688695,131713464
Rab29,1.5039760616952,1.29052906403836e-05,chr1,131867277,131872887
Ipo9,0.510574939780981,0.182114228951756,chr1,135382315,135430491
Igfn1,1.5039760616952,1.29052906403836e-05,chr1,135953578,136006342
Zfp281,0.510574939780981,0.182114228951756,chr1,136624901,136630391
Zbtb41,1.5039760616952,1.29052906403836e-05,chr1,139422383,139453007
Odr4,1.5039760616952,1.29052906403836e-05,chr1,150361311,150393055
Smg7,1.5039760616952,1.29052906403836e-05,chr1,152836995,152902646
Nmnat2,1.5039760616952,1.29052906403836e-05,chr1,152955101,153119261
Lamc1,1.5039760616952,1.29052906403836e-05,chr1,153218922,153332786
Rasal2,1.5039760616952,1.29052906403836e-05,chr1,157135183,157412595
Cryzl2,1.5039760616952,1.29052906403836e-05,chr1,157458582,157488733
Dars2,1.5039760616952,1.29052906403836e-05,chr1,161040613,161070632
Klhl20,1.5039760616952,1.29052906403836e-05,chr1,161088378,161131479
Suco,0.510574939780981,0.182114228951756,chr1,161816112,161876661
Prrc2c,1.46055840932567,0.000190025042175339,chr1,162671785,162740556
Fmo4,1.5039760616952,1.29052906403836e-05,chr1,162793883,162812549
Fmo6,1.5039760616952,1.29052906403836e-05,chr1,162916551,162937225
Tiprl,1.5039760616952,1.29052906403836e-05,chr1,165212286,165236958
Rcsd1,0.510574939780981,0.182114228951756,chr1,165648945,165708094
Gm4846,1.5039760616952,1.29052906403836e-05,chr1,166483613,166497588
Gm4847,1.5039760616952,1.29052906403836e-05,chr1,166628971,166647693
Fam78b,1.5039760616952,1.29052906403836e-05,chr1,167001417,167091302
Atf6,1.5039760616952,1.29052906403836e-05,chr1,170704457,170867771
Ndufs2,1.5039760616952,1.29052906403836e-05,chr1,171234860,171247112
Arhgap30,1.5039760616952,1.29052906403836e-05,chr1,171388960,171410240
Tstd1,1.5039760616952,1.29052906403836e-05,chr1,171419033,171420352
Ifi207,1.5039760616952,1.29052906403836e-05,chr1,173723427,173741809
Ifi205,1.5039760616952,1.29052906403836e-05,chr1,174011998,174031755
Cnst,1.5039760616952,1.29052906403836e-05,chr1,179546529,179627473
Ahctf1,1.95468930886551,1.29052906403836e-05,chr1,179744904,179804015
Cdc42bpa,1.5039760616952,1.29052906403836e-05,chr1,179961089,180165602
Wdr26,1.5039760616952,1.29052906403836e-05,chr1,181173226,181211978
C130074G19Rik,1.5039760616952,1.29052906403836e-05,chr1,184871926,184883036
Mark1,1.5039760616952,1.29052906403836e-05,chr1,184896424,184999549
Slc30a10,1.5039760616952,1.29052906403836e-05,chr1,185454848,185468762
Lyplal1,1.5039760616952,1.29052906403836e-05,chr1,186087732,186117310
Kctd3,1.5039760616952,1.29052906403836e-05,chr1,188971098,189007840
Smyd2,1.5039760616952,1.29052906403836e-05,chr1,189880492,189922288
Vash2,1.5039760616952,1.29052906403836e-05,chr1,190947646,190979296
Flvcr1,1.95468930886551,1.29052906403836e-05,chr1,191005832,191026190
Ppp2r5a,1.5039760616952,1.29052906403836e-05,chr1,191351981,191397041
Lpgat1,1.5039760616952,1.29052906403836e-05,chr1,191718024,191784255
Hhat,1.5039760616952,1.29052906403836e-05,chr1,192512828,192771219
Sbspon,1.5039760616952,1.29052906403836e-05,chr1,15853862,15892722
Tfap2d,1.5039760616952,1.29052906403836e-05,chr1,19103022,19166338
Kcnq5,1.5039760616952,1.29052906403836e-05,chr1,21398403,21961942
Arhgef4,1.5039760616952,1.29052906403836e-05,chr1,34801722,34812754
Plekhb2,1.5039760616952,1.29052906403836e-05,chr1,34849959,34879585
Kansl3,1.5039760616952,1.29052906403836e-05,chr1,36335730,36369181
Actr1b,1.5039760616952,1.29052906403836e-05,chr1,36699202,36709925
Eif5b,1.5039760616952,1.29052906403836e-05,chr1,37998010,38055579
Slc9a2,1.5039760616952,1.29052906403836e-05,chr1,40681712,40768885
Dnah7b,1.5039760616952,1.29052906403836e-05,chr1,46066738,46373550
Slc39a10,1.5039760616952,1.29052906403836e-05,chr1,46807544,46853509
Nemp2,1.5039760616952,1.29052906403836e-05,chr1,52630705,52651919
Hibch,1.5039760616952,1.29052906403836e-05,chr1,52845046,52920860
Pms1,1.5039760616952,1.29052906403836e-05,chr1,53189187,53296996
Ormdl1,1.5039760616952,1.29052906403836e-05,chr1,53297095,53310245
Plcl1,1.5039760616952,1.29052906403836e-05,chr1,55405946,55754285
Stradb,1.5039760616952,1.29052906403836e-05,chr1,58973571,58995122
Mpp4,1.5039760616952,1.29052906403836e-05,chr1,59120935,59163389
Ino80d,1.5039760616952,1.29052906403836e-05,chr1,63047801,63114267
Ndufs1,1.5039760616952,1.29052906403836e-05,chr1,63143592,63176822
Ccnyl1,1.5039760616952,1.29052906403836e-05,chr1,64691345,64725644
Cps1,1.5039760616952,1.29052906403836e-05,chr1,67123066,67230448
Cxcr1,1.5039760616952,1.29052906403836e-05,chr1,74191785,74194631
Gpbar1,1.5039760616952,1.29052906403836e-05,chr1,74278600,74279589
Aamp,1.5039760616952,1.29052906403836e-05,chr1,74279840,74284738
Ctdsp1,1.5039760616952,1.29052906403836e-05,chr1,74391609,74397285
Retreg2,1.5039760616952,1.29052906403836e-05,chr1,75142786,75147909
Dner,1.5039760616952,1.29052906403836e-05,chr1,84369839,84696221
Gpr55,1.5039760616952,1.29052906403836e-05,chr1,85939537,85961055
B3gnt7,1.5039760616952,1.29052906403836e-05,chr1,86303221,86307305
Gigyf2,1.5039760616952,1.29052906403836e-05,chr1,87326998,87450810
Dgkd,1.5039760616952,1.29052906403836e-05,chr1,87853287,87944489
Usp40,1.5039760616952,1.29052906403836e-05,chr1,87945121,88008551
Espnl,1.5039760616952,1.29052906403836e-05,chr1,91322075,91348303
Erfe,1.5039760616952,1.29052906403836e-05,chr1,91366430,91374217
Farp2,1.5039760616952,1.29052906403836e-05,chr1,93512104,93621976
Slco4c1,1.5039760616952,1.29052906403836e-05,chr1,96818784,96872171
Ppip5k2,1.5039760616952,1.29052906403836e-05,chr1,97706046,97770092
Relch,1.5039760616952,1.29052906403836e-05,chr1,105663861,105755131
Zcchc2,1.5039760616952,1.29052906403836e-05,chr1,105990406,106034077
Cdh19,1.5039760616952,1.29052906403836e-05,chr1,110889195,110977372
Ifi209,1.5039760616952,1.29052906403836e-05,chr1,173630859,173647928
St18,1.5039760616952,1.29052906403836e-05,chr1,6487231,6860940
Mcmdc2,1.5039760616952,1.29052906403836e-05,chr1,9908638,9940954
Sulf1,1.5039760616952,1.29052906403836e-05,chr1,12692430,12860372
Slco5a1,1.5039760616952,1.29052906403836e-05,chr1,12866549,12991135
Pik3c2b,0.510574939780981,0.182114228951756,chr1,133046012,133108688
Plekha6,1.5039760616952,1.29052906403836e-05,chr1,133246097,133303435
Lax1,0.510574939780981,0.182114228951756,chr1,133679029,133690108
Mgat4f,1.5039760616952,1.29052906403836e-05,chr1,134385940,134390983
Klhl12,1.5039760616952,1.29052906403836e-05,chr1,134455555,134490873
Kcnt2,1.5039760616952,1.29052906403836e-05,chr1,140246257,140610261
Rgsl1,1.5039760616952,1.29052906403836e-05,chr1,153779387,153844141
Teddm2,1.5039760616952,1.29052906403836e-05,chr1,153849542,153851195
Teddm1a,1.5039760616952,1.29052906403836e-05,chr1,153891646,153893060
Tor1aip2,1.5039760616952,1.29052906403836e-05,chr1,156035664,156068861
Brinp2,1.5039760616952,1.29052906403836e-05,chr1,158245269,158356260
Zbtb37,1.5039760616952,1.29052906403836e-05,chr1,161017756,161034259
Tnfsf18,1.5039760616952,1.29052906403836e-05,chr1,161494657,161505290
Mettl11b,1.5039760616952,1.29052906403836e-05,chr1,163702993,163725232
Scyl3,1.5039760616952,1.29052906403836e-05,chr1,163930064,163955126
Gpr161,0.510574939780981,0.182114228951756,chr1,165295766,165321851
Dusp27,1.5039760616952,1.29052906403836e-05,chr1,166098148,166127898
Fmo9,1.5039760616952,1.29052906403836e-05,chr1,166662055,166681845
Lrrc52,1.5039760616952,1.29052906403836e-05,chr1,167445675,167466780
Adamts4,1.5039760616952,1.29052906403836e-05,chr1,171250422,171259922
Vsig8,1.5039760616952,1.29052906403836e-05,chr1,172555938,172563717
Dnah14,1.5039760616952,1.29052906403836e-05,chr1,181581722,181814909
Pkhd1,1.5039760616952,1.29052906403836e-05,chr1,20057779,20618057
Gm4956,1.5039760616952,1.29052906403836e-05,chr1,21285246,21298312
Pgap1,1.5039760616952,1.29052906403836e-05,chr1,54473000,54557684
Carf,1.5039760616952,1.29052906403836e-05,chr1,60098281,60151034
Gpr1,1.5039760616952,1.29052906403836e-05,chr1,63182691,63214209
Dytn,1.5039760616952,1.29052906403836e-05,chr1,63622851,63686927
Plekhm3,1.5039760616952,1.29052906403836e-05,chr1,64789121,64956824
Catip,1.5039760616952,1.29052906403836e-05,chr1,74362108,74369321
Prkag3,1.5039760616952,1.29052906403836e-05,chr1,74738922,74748955
Cfap65,1.5039760616952,1.29052906403836e-05,chr1,74902080,74935599
Asic4,1.5039760616952,1.29052906403836e-05,chr1,75450510,75474340
Fam124b,1.5039760616952,1.29052906403836e-05,chr1,80198699,80213944
Nyap2,1.5039760616952,1.29052906403836e-05,chr1,81077317,81271664
Ankmy1,1.5039760616952,1.29052906403836e-05,chr1,92870129,92902906
Neu4,1.5039760616952,1.29052906403836e-05,chr1,94020493,94028334
Cntnap5b,1.5039760616952,1.29052906403836e-05,chr1,99772765,100485942
Serpinb13,1.5039760616952,1.29052906403836e-05,chr1,106980984,107001195
Serpinb10,1.5039760616952,1.29052906403836e-05,chr1,107529003,107549271
Cdh7,1.5039760616952,1.29052906403836e-05,chr1,109983737,110139001
Atg9a,1.5039760616952,1.29052906403836e-05,chr1,75180866,75191923
Bivm,1.5039760616952,1.29052906403836e-05,chr1,44119968,44144771
Fcgr4,1.5039760616952,1.29052906403836e-05,chr1,171018926,171029761
Rgs13,1.5039760616952,1.29052906403836e-05,chr1,144138667,144177372
Gin1,1.5039760616952,1.29052906403836e-05,chr1,97770179,97792971
Ap1s3,1.5039760616952,1.29052906403836e-05,chr1,79606876,79671972
Il17f,1.5039760616952,1.29052906403836e-05,chr1,20777146,20784270
Olfr12,1.5039760616952,1.29052906403836e-05,chr1,92619881,92621001
Olfr1415,1.5039760616952,1.29052906403836e-05,chr1,92490818,92491753
Olfr417,1.5039760616952,1.29052906403836e-05,chr1,174368919,174369848
Olfr1412,1.5039760616952,1.29052906403836e-05,chr1,92588332,92589297
Olfr420,1.5039760616952,1.29052906403836e-05,chr1,174158722,174159767
Olfr1411,1.5039760616952,1.29052906403836e-05,chr1,92596521,92597492
Olfr1410,1.5039760616952,1.29052906403836e-05,chr1,92607839,92608807
Olfr418,1.5039760616952,1.29052906403836e-05,chr1,173270147,173271137
Olfr248,1.5039760616952,1.29052906403836e-05,chr1,174391046,174392055
Olfr419,1.5039760616952,1.29052906403836e-05,chr1,174249889,174250976
Olfr432,1.5039760616952,1.29052906403836e-05,chr1,174050375,174051313
Olfr433,1.5039760616952,1.29052906403836e-05,chr1,174041933,174042936
Olfr430,1.5039760616952,1.29052906403836e-05,chr1,174069300,174070253
Olfr421-ps1,1.5039760616952,1.29052906403836e-05,chr1,174151481,174152530
Olfr424,1.5039760616952,1.29052906403836e-05,chr1,174136746,174137693
Olfr429,1.5039760616952,1.29052906403836e-05,chr1,174089038,174089980
Olfr414,1.5039760616952,1.29052906403836e-05,chr1,174430430,174431384
Olfr1406,1.5039760616952,1.29052906403836e-05,chr1,173183442,173184504
Olfr1408,1.5039760616952,1.29052906403836e-05,chr1,173130283,173131215
Olfr218,1.5039760616952,1.29052906403836e-05,chr1,173203358,173204299
Olfr1404,1.5039760616952,1.29052906403836e-05,chr1,173215607,173216640
Olfr1413,1.5039760616952,1.29052906403836e-05,chr1,92573125,92574206
Olfr1416,1.5039760616952,1.29052906403836e-05,chr1,92479681,92480619
Olfr1414,1.5039760616952,1.29052906403836e-05,chr1,92511048,92518515
Olfr427,1.5039760616952,1.29052906403836e-05,chr1,174099460,174100407
Fev,1.5039760616952,1.29052906403836e-05,chr1,74881509,74885408
Otos,1.5039760616952,1.29052906403836e-05,chr1,92644218,92648841
Creg2,1.5039760616952,1.29052906403836e-05,chr1,39618406,39651182
Acmsd,1.5039760616952,1.29052906403836e-05,chr1,127729413,127767564
Lgsn,1.5039760616952,1.29052906403836e-05,chr1,31176435,31204725
Dpp10,1.5039760616952,1.29052906403836e-05,chr1,123332138,124045559
Nfasc,1.5039760616952,1.29052906403836e-05,chr1,132564690,132741797
Optc,1.5039760616952,1.29052906403836e-05,chr1,133897193,133907999
Colgalt2,1.5039760616952,1.29052906403836e-05,chr1,152399867,152510695
Kif26b,1.5039760616952,1.29052906403836e-05,chr1,178529125,178932857
Inpp4a,1.5039760616952,1.29052906403836e-05,chr1,37299893,37410736
Mgat4a,1.5039760616952,1.29052906403836e-05,chr1,37439340,37536259
Nbeal1,1.5039760616952,1.29052906403836e-05,chr1,60180599,60334705
Stk36,1.5039760616952,1.29052906403836e-05,chr1,74601455,74636894
Pask,1.5039760616952,1.29052906403836e-05,chr1,93309437,93342788
Adcy10,1.5039760616952,1.29052906403836e-05,chr1,165485183,165576773
Cdk15,1.5039760616952,1.29052906403836e-05,chr1,59256907,59352369
Tmem169,1.5039760616952,1.29052906403836e-05,chr1,72284373,72302995
Trpa1,1.5039760616952,1.29052906403836e-05,chr1,14872648,14918862
Gm28040,1.5039760616952,1.29052906403836e-05,chr1,133327212,133329722
Kiss1,1.5039760616952,1.29052906403836e-05,chr1,133327212,133329722
B3gat2,1.5039760616952,1.29052906403836e-05,chr1,23761926,23847865
Sctr,1.5039760616952,1.29052906403836e-05,chr1,120006980,120063534
Pcmtd1,1.02843633739235,0.00720115295094195,chr1,7088920,7173628
A130010J15Rik,1.5039760616952,1.29052906403836e-05,chr1,193173469,193177832
Pld5,1.5039760616952,1.29052906403836e-05,chr1,175962306,176275312
9630028B13Rik,1.5039760616952,1.29052906403836e-05,chr1,185429357,185441819
Usp37,1.5039760616952,1.29052906403836e-05,chr1,74435510,74544286
Ankar,1.5039760616952,1.29052906403836e-05,chr1,72642980,72700564
Dsel,1.5039760616952,1.29052906403836e-05,chr1,111858702,111864918
A630001G21Rik,1.5039760616952,1.29052906403836e-05,chr1,85717083,85736606
Tmem198,1.5039760616952,1.29052906403836e-05,chr1,75479532,75485693
Uggt1,1.5039760616952,1.29052906403836e-05,chr1,36140028,36244302
Ptgs2os,1.5039760616952,1.29052906403836e-05,chr1,150076661,150099766
9230116N13Rik,1.5039760616952,1.29052906403836e-05,chr1,136411916,136415519
Olfml2b,1.5039760616952,1.29052906403836e-05,chr1,170644532,170682789
Rps6kc1,1.5039760616952,1.29052906403836e-05,chr1,190772879,190911770
Ptpn7,1.5039760616952,1.29052906403836e-05,chr1,135132725,135145320
Lefty2,1.5039760616952,1.29052906403836e-05,chr1,180893119,180899103
9330162B11Rik,1.5039760616952,1.29052906403836e-05,chr1,188006576,188008990
Rnf152,1.5039760616952,1.29052906403836e-05,chr1,105276917,105356710
Gm16897,1.5039760616952,1.29052906403836e-05,chr1,194955759,194976959
Itpkb,0.510574939780981,0.182114228951756,chr1,180330476,180423659
Vwc2l,1.5039760616952,1.29052906403836e-05,chr1,70725715,70885397
A830018L16Rik,1.5039760616952,1.29052906403836e-05,chr1,11414105,11975902
Bend6,1.5039760616952,1.29052906403836e-05,chr1,33852052,33907621
Slc26a9,1.5039760616952,1.29052906403836e-05,chr1,131744022,131770405
A730013G03Rik,1.5039760616952,1.29052906403836e-05,chr1,192833173,192835213
Arl4c,1.5039760616952,1.29052906403836e-05,chr1,88698225,88702191
Cpa6,1.5039760616952,1.29052906403836e-05,chr1,10324727,10719943
Gm17644,1.5039760616952,1.29052906403836e-05,chr1,12667563,12673090
D030040B21Rik,1.5039760616952,1.29052906403836e-05,chr1,16657552,16662278
Hecw2,1.5039760616952,1.29052906403836e-05,chr1,53806874,54195034
Ankrd44,1.5039760616952,1.29052906403836e-05,chr1,54645340,54926387
9130227L01Rik,1.5039760616952,1.29052906403836e-05,chr1,55931241,55972098
9130024F11Rik,1.5039760616952,1.29052906403836e-05,chr1,56971469,56975196
Abi2,1.5039760616952,1.29052906403836e-05,chr1,60409619,60481163
Unc80,1.5039760616952,1.29052906403836e-05,chr1,66468447,66699148
Rbm44,1.5039760616952,1.29052906403836e-05,chr1,91145103,91170795
Panct2,1.5039760616952,1.29052906403836e-05,chr1,96872221,96881234
Il19,1.5039760616952,1.29052906403836e-05,chr1,130932656,130939241
Ppp1r12b,1.5039760616952,1.29052906403836e-05,chr1,134765943,134955940
Lgr6,1.5039760616952,1.29052906403836e-05,chr1,134986353,135105276
Gm15850,1.5039760616952,1.29052906403836e-05,chr1,136127719,136131183
Dennd1b,1.5039760616952,1.29052906403836e-05,chr1,138963709,139176043
C230024C17Rik,1.5039760616952,1.29052906403836e-05,chr1,153721240,153737829
Fam163a,1.5039760616952,1.29052906403836e-05,chr1,156075966,156087888
Tnn,1.5039760616952,1.29052906403836e-05,chr1,160085029,160153575
Syt14,1.5039760616952,1.29052906403836e-05,chr1,192897307,193035698
Lyg2,1.5039760616952,1.29052906403836e-05,chr1,37905923,37916493
Mia3,1.5039760616952,1.29052906403836e-05,chr1,183326236,183369565
